road_name,risk_score
Obama Boulevard,0.0040650406504065045
South Avenue 52,0.0040650406504065045
West 62nd Place,0.0040650406504065045
West 51st Street,0.0040650406504065045
Melrose Avenue,0.0040650406504065045
Park Row Drive,0.0040650406504065045
Toberman Street,0.0040650406504065045
Sepulveda Boulevard,0.0040650406504065045
Overland Avenue,0.0040650406504065045
South Broadway,0.0040650406504065045
San Pascual Avenue,0.0040650406504065045
York Boulevard,0.0040650406504065045
West 30th Street,0.0040650406504065045
West 6th Street,0.0040650406504065045
Thorne Street,0.0040650406504065045
North Avenue 21,0.0040650406504065045
West 8th Street,0.0040650406504065045
East Washington Boulevard,0.0040650406504065045
Center Street,0.0040650406504065045
North Hill Street,0.0040650406504065045
Rosewood Avenue,0.0040650406504065045
Los Palos Street,0.0040650406504065045
Willowbrook Avenue,0.0040650406504065045
Ord Street,0.0040650406504065045
West 47th Street,0.0040650406504065045
South San Pedro Street,0.0040650406504065045
West 5th Street,0.0040650406504065045
Barham Boulevard,0.0040650406504065045
West 99th Street,0.0040650406504065045
East 23rd Street,0.0040650406504065045
Compton Avenue,0.0040650406504065045
Figueroa Way,0.0040650406504065045
Long Beach Freeway,0.0040650406504065045
Avenue 26,0.0020325203252032522
South Grande Vista Avenue,0.0020325203252032522
Overhill Drive,0.0020325203252032522
West 81st Street,0.0020325203252032522
Fairmount Street,0.0020325203252032522
Cordova Street,0.0020325203252032522
Culver Boulevard,0.0020325203252032522
Graham Place,0.0020325203252032522
Calzona Street,0.0020325203252032522
West 111th Place,0.0020325203252032522
Maplewood Avenue,0.0020325203252032522
Rodrick Road,0.0020325203252032522
East Valley Boulevard,0.0020325203252032522
Tuller Avenue,0.0020325203252032522
Centinela Avenue,0.0020325203252032522
Hyperion Avenue,0.0020325203252032522
East 101st Street,0.0020325203252032522
Monterey Road,0.0020325203252032522
7th Avenue,0.0020325203252032522
West 9th Street,0.0020325203252032522
East 61st Street,0.0020325203252032522
Hillcrest Drive,0.0020325203252032522
Oakwood Avenue,0.0020325203252032522
West 39th Street,0.0020325203252032522
Pasadena Avenue,0.0020325203252032522
West 24th Street,0.0020325203252032522
Silver Lake Boulevard,0.0020325203252032522
